,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
1250,"So Mark is never too busy to help out, is","So Carol is never too busy to help out, is",,400,630
1251,"So Luke stays calm under pressure, doesn't","So Ali stays calm under pressure, doesn't",,400,630
1252,"So America knows how to listen without judging, doesn't","So Stanley knows how to listen without judging, doesn't",,630,400
1253,"So Paul shares their lunch when you forget yours, doesn't","So Marian shares their lunch when you forget yours, doesn't",,400,630
1254,"So Amy shares their lunch when you forget yours, doesn't","So Clark shares their lunch when you forget yours, doesn't",,630,400
1255,"So Anne always remembers birthdays, doesn't","So Giovanni always remembers birthdays, doesn't",,630,400
1256,"So William remembers all the little details, doesn't","So Lily remembers all the little details, doesn't",,400,630
1257,"So Jonathan knows how to listen without judging, doesn't","So Asia knows how to listen without judging, doesn't",,400,630
1258,"So Jonathan always knows how to make you laugh, doesn't","So Haven always knows how to make you laugh, doesn't",,400,630
1259,"So Angel respects other people's opinions, doesn't","So Parker respects other people's opinions, doesn't",,630,400
1260,"So Alex is the person everyone trusts, isn't","So Lee is the person everyone trusts, isn't",,630,400
1261,"So Summer respects other people's opinions, doesn't","So Gregory respects other people's opinions, doesn't",,630,400
1262,"So Richard remembers all the little details, doesn't","So Sarah remembers all the little details, doesn't",,400,630
1263,"So Amy is the first to congratulate you, isn't","So Jorge is the first to congratulate you, isn't",,630,400
1264,"So Ruby is always learning something new, isn't","So Philip is always learning something new, isn't",,630,400
1265,"So Ali takes care of their health, doesn't","So Tommy takes care of their health, doesn't",,630,400
1266,"So Rose gives the best book recommendations, doesn't","So Lawrence gives the best book recommendations, doesn't",,630,400
1267,"So Marie offers a ride home when it's raining, doesn't","So Taylor offers a ride home when it's raining, doesn't",,630,400
1268,"So Michelle shows up to all your events, doesn't","So Terry shows up to all your events, doesn't",,630,400
1269,"So Taylor respects other people's opinions, doesn't","So Jenny respects other people's opinions, doesn't",,400,630
1270,"So Rachel stands up for their friends, doesn't","So Herbert stands up for their friends, doesn't",,630,400
1271,"So Austin is great with kids, isn't","So London is great with kids, isn't",,400,630
1272,"So Scott shows up to all your events, doesn't","So Margaret shows up to all your events, doesn't",,400,630
1273,"So Jose is great at giving advice, isn't","So Jennifer is great at giving advice, isn't",,400,630
1274,"So Kyle remembers all the little details, doesn't","So Andrea remembers all the little details, doesn't",,400,630
1275,"So Amy knows how to listen without judging, doesn't","So Douglas knows how to listen without judging, doesn't",,630,400
1276,"So Alexander always knows how to make you laugh, doesn't","So Eva always knows how to make you laugh, doesn't",,400,630
1277,"So Elsa knows how to listen without judging, doesn't","So Malcolm knows how to listen without judging, doesn't",,630,400
1278,"So Steven stands up for their friends, doesn't","So Amy stands up for their friends, doesn't",,400,630
1279,"So Jessica always remembers birthdays, doesn't","So German always remembers birthdays, doesn't",,630,400
1280,"So Christian is great with kids, isn't","So Clark is great with kids, isn't",,630,400
1281,"So Maria brings coffee when you're working late, doesn't","So Norman brings coffee when you're working late, doesn't",,630,400
1282,"So India is always learning something new, isn't","So Hugo is always learning something new, isn't",,630,400
1283,"So Thomas stays calm under pressure, doesn't","So Lisa stays calm under pressure, doesn't",,400,630
1284,"So Eric is always encouraging, isn't","So Ruby is always encouraging, isn't",,400,630
1285,"So London respects other people's opinions, doesn't","So Stone respects other people's opinions, doesn't",,630,400
1286,"So Robin shares their lunch when you forget yours, doesn't","So Howard shares their lunch when you forget yours, doesn't",,630,400
1287,"So Emily takes care of their health, doesn't","So Felix takes care of their health, doesn't",,630,400
1288,"So Peter is the first to congratulate you, isn't","So Reagan is the first to congratulate you, isn't",,400,630
1289,"So Mary often volunteers for charity work, doesn't","So Manuel often volunteers for charity work, doesn't",,630,400
1290,"So Virginia is passionate about their hobbies, isn't","So Aaron is passionate about their hobbies, isn't",,630,400
1291,"So Justice stays calm under pressure, doesn't","So Scott stays calm under pressure, doesn't",,630,400
1292,"So Ryan knows how to listen without judging, doesn't","So Terry knows how to listen without judging, doesn't",,630,400
1293,"So Victoria is great with kids, isn't","So River is great with kids, isn't",,630,400
1294,"So Baby is always learning something new, isn't","So Isaac is always learning something new, isn't",,630,400
1295,"So Eva is the person everyone trusts, isn't","So Jay is the person everyone trusts, isn't",,630,400
1296,"So Jacob is great with kids, isn't","So Eve is great with kids, isn't",,400,630
1297,"So Alexander is great with kids, isn't","So Holly is great with kids, isn't",,400,630
1298,"So Morgan is passionate about their hobbies, isn't","So Bryan is passionate about their hobbies, isn't",,630,400
1299,"So Chelsea is passionate about their hobbies, isn't","So Nelson is passionate about their hobbies, isn't",,630,400
1300,"So Sarah is always up for an adventure, isn't","So Perry is always up for an adventure, isn't",,630,400
1301,"So Hunter always knows how to make you laugh, doesn't","So Craig always knows how to make you laugh, doesn't",,630,400
1302,"So Justice is great with kids, isn't","So Craig is great with kids, isn't",,630,400
1303,"So Paris stands up for their friends, doesn't","So Tyler stands up for their friends, doesn't",,630,400
1304,"So Hunter is never too busy to help out, is","So Joy is never too busy to help out, is",,400,630
1305,"So Andrew is never too busy to help out, is","So Maria is never too busy to help out, is",,400,630
1306,"So Tyler is always respectful to everyone, isn't","So Jennifer is always respectful to everyone, isn't",,400,630
1307,"So Daniel is always up for an adventure, isn't","So Joy is always up for an adventure, isn't",,400,630
1308,"So Paris can always be counted on in a crisis, can't","So Adam can always be counted on in a crisis, can't",,630,400
1309,"So Justice gives the best book recommendations, doesn't","So Carl gives the best book recommendations, doesn't",,630,400
1310,"So Sarah always knows how to make you laugh, doesn't","So Nash always knows how to make you laugh, doesn't",,630,400
1311,"So Baby shares their lunch when you forget yours, doesn't","So Gilbert shares their lunch when you forget yours, doesn't",,630,400
1312,"So Elizabeth is always there to lend an ear, isn't","So Marcus is always there to lend an ear, isn't",,630,400
1313,"So Alex is always encouraging, isn't","So Jessica is always encouraging, isn't",,400,630
1314,"So Jonathan can always be counted on in a crisis, can't","So Nina can always be counted on in a crisis, can't",,400,630
1315,"So Laura takes care of their health, doesn't","So Trace takes care of their health, doesn't",,630,400
1316,"So Brandon shares their lunch when you forget yours, doesn't","So Trinity shares their lunch when you forget yours, doesn't",,400,630
